,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
2287,4846373,1,293.061,0.00462,351.632,0.0156,14.34,0.967,UNK
10351,7812594,1,1.55802,1.26e-05,132.508,0.00247,1.946,0.254,AFP
16009,10468514,2,0.849995,0.0,132.252,0.0,1.5,0.0,AFP
13428,8311864,1,384.846,0.00684,314.979,0.0135,10.51,2.12,UNK
19472,12267759,1,0.545027,0.000244,131.644,0.095,1.801,130.0,AFP
9977,8129588,1,0.722464,1.62e-05,131.745,0.0067,3.677,15.4,UNK
14786,9178425,1,0.518253,2.42e-05,131.771,0.00235,1.058,0.27,UNK
6150,6213774,1,2.8141,1.61e-05,133.567,0.00342,6.157,0.993,NTP
3742,5525210,1,0.702185,2.67e-05,132.272,0.00507,4.332,17.7,UNK
19708,12105259,2,0.931039,0.00102,132.471,0.357,0.6886,2.35,AFP
7394,6019872,1,1.4859,3.86e-06,132.743,0.0009,1.517,0.0453,AFP
18529,10794405,1,0.952367,5.39e-06,132.342,0.000845,0.8457,0.0432,AFP
5563,5254230,1,7.03557,5.75e-06,137.945,0.000626,2.509,0.199,AFP
19267,10879656,2,0.729717,7.86e-06,131.708,0.00165,1.365,0.215,AFP
6464,6284363,1,0.849639,1.28e-05,131.925,0.00424,3.518,6.42,UNK
13092,8443527,1,22.5985,0.000103,152.915,0.00372,4.611,0.169,UNK
6241,6391733,1,0.62749,9.27e-06,131.709,0.00272,2.14,1.34,NTP
16710,9834731,1,3.08936,2.22e-05,134.226,0.0046,3.159,0.228,PC
19991,11822666,3,0.954504,6.16e-06,131.832,0.00357,1.676,0.045,AFP
17115,9651169,1,6.18026,6.39e-05,136.705,0.00754,13.99,1.92,NTP
12108,8776920,1,0.981768,1.37e-05,132.501,0.00451,3.642,6.85,UNK
2154,4750669,1,3.38419,1.95e-05,131.939,0.00372,2.214,0.199,PC
10521,8111437,1,430.028,0.00777,418.251,0.0112,10.27,4.94,NTP
14714,9108058,2,2.17479,0.0,133.108,0.0,5.0,0.0,AFP
14259,9301183,4,4.55268,2.83e-05,131.762,0.0043,2.506,0.161,UNK
10017,8027456,2,0.706125,1.28e-05,131.857,0.00244,1.336,0.351,UNK
18051,11454487,3,0.860464,1.26e-05,132.396,0.00507,4.309,20.1,UNK
2657,4833421,2,5.76615,9.64e-06,134.019,0.00124,3.968,0.186,PC
7103,6065651,1,0.574248,8.91e-06,131.592,0.00168,1.884,0.701,AFP
8846,6607357,2,4.77464,3.46e-05,135.165,0.00519,3.717,0.165,PC
1855,4774208,1,0.639242,7.95e-06,131.591,0.0013,1.991,1.06,NTP
6138,6129694,1,0.93672,7.77e-06,132.228,0.00318,4.181,3.77,UNK
14970,9163221,3,3.35204,3.93e-05,134.315,0.00719,7.737,1.34,AFP
11064,7668911,2,2.63358,2.86e-05,132.149,0.00778,2.945,0.233,AFP
13444,8388610,3,0.65173,1.3e-05,131.774,0.00274,1.426,0.478,UNK
8893,6526710,1,39.7489,1.51e-05,133.106,0.000307,7.321,0.0209,PC
4119,5601258,1,8.84792,2.39e-05,140.148,0.00201,1.995,0.211,PC
3292,3851151,1,1.08675,1.17e-05,131.798,0.00361,3.598,0.486,UNK
5321,5211470,1,2.40433,4.54e-07,132.745,0.000116,4.255,0.392,UNK
7633,7202957,1,1.71683,2.06e-06,132.033,0.000421,2.005,0.0364,PC
9067,6871866,2,0.958034,2.12e-05,131.911,0.0188,2.536,2.05,AFP
6210,6220010,1,0.523967,1.76e-05,132.0,0.00251,1.862,1.07,UNK
18873,10647493,3,0.767553,2.49e-05,132.018,0.00321,2.003,0.831,UNK
5377,5195945,1,14.5367,3.03e-05,132.372,0.00152,2.998,0.0717,AFP
1134,3629473,1,0.853429,9.52e-06,131.715,0.0027,3.521,3.75,AFP
9708,7974634,2,2.74739,2.27e-05,133.851,0.00457,7.553,2.47,AFP
2066,4459939,2,0.607323,1.8e-05,131.953,0.00433,1.967,0.56,AFP
15154,9180821,1,4.47768,0.000206,132.89,0.0353,14.38,1.64,AFP
14039,9456932,1,1.05396,6.17e-06,131.785,0.00131,1.757,0.122,NTP
13731,9413057,1,0.547084,5.87e-06,131.805,0.000617,0.7676,0.0302,AFP
6998,5738506,2,9.50156,0.0,131.976,0.0,3.0,0.0,AFP
16691,9700449,1,110.452,0.00206,147.589,0.0134,11.02,1.8,PC
11508,7346691,1,0.720917,8.68e-06,131.527,0.00113,2.244,0.552,UNK
9015,6520753,2,8.1193,6.84e-05,135.187,0.00708,3.507,0.795,PC
9719,8042789,1,4.61834,5.57e-06,135.847,0.000867,2.58,0.257,AFP
1535,3337351,4,2.34912,2.06e-05,131.902,0.00818,4.078,1.01,AFP
6877,5781841,1,1.69292,9.11e-06,133.113,0.00133,4.428,0.818,NTP
8384,7200148,1,0.566717,0.000146,131.909,0.0232,1.153,1.39,NTP
5633,5306631,1,4.6986,0.000154,132.438,0.0237,15.01,21.8,NTP
5637,5353938,1,6.27644,3.95e-05,136.192,0.00471,1.946,1.12,UNK
11086,7362592,1,0.566782,6.99e-06,131.835,0.00194,2.06,1.41,NTP
1757,3103212,1,3.25417,2.55e-05,133.536,0.00533,5.279,1.11,PC
6665,5983348,1,25.1508,3.48e-06,150.346,0.000112,7.689,0.00848,AFP
15296,8956850,2,1.56234,1.85e-05,131.998,0.00579,5.053,5.67,AFP
9351,6707835,1,22.2482,3.46e-05,151.888,0.00129,3.873,0.265,PC
5166,4939281,1,0.53072,1.22e-05,131.949,0.00111,1.437,0.167,UNK
13130,8331919,3,0.556028,1.4e-05,132.071,0.00374,2.047,2.0,UNK
8211,7288444,1,15.3316,0.000178,142.527,0.00924,5.285,1.12,PC
18798,10514770,1,1.87242,8.74e-07,132.495,0.000157,1.096,0.0587,AFP
1493,3545038,1,0.57205,0.000205,132.066,0.0435,1.097,3.45,AFP
4223,5476864,4,2.59015,0.0,132.1,0.0,9.0,0.0,AFP
15671,10154094,1,1.1749,3e-05,131.821,0.0113,1.936,0.44,AFP
18900,10875007,1,9.54714,7.02e-05,140.146,0.0055,5.108,0.848,PC
16618,9964670,1,1.54132,5.08e-06,132.337,0.00147,2.516,0.165,AFP
8970,6610433,1,0.920948,7.26e-06,131.865,0.00179,2.036,0.197,UNK
20338,12508604,3,1.11497,1.15e-05,132.603,0.00265,2.867,0.59,UNK
2118,4927985,1,3.41316,5.7e-05,133.165,0.0131,9.316,0.497,AFP
7157,6049886,1,0.528774,3.97e-05,131.713,0.00996,1.766,10.4,UNK
3833,5385548,3,2.77247,3.74e-05,133.594,0.00832,5.606,1.65,UNK
8352,7024530,1,66.1545,5.48e-05,175.649,0.000954,8.347,0.0156,AFP
15944,10417704,2,3.00826,1.04e-05,133.23,0.00188,1.848,0.0915,AFP
6733,6042663,3,541.223,0.014,222.53,0.0144,12.95,3.31,UNK
3538,3940418,1,4.783,4.8e-06,132.246,0.000721,2.663,0.091,PC
14818,8982857,1,352.64,0.00871,231.298,0.0171,8.643,1.12,NTP
7409,5705411,2,4.14693,4.7e-05,133.3,0.00814,14.38,0.17,NTP
698,2451696,1,367.893,0.0122,442.778,0.0291,11.34,1.38,UNK
10520,8111381,2,2.2338,4.98e-06,133.606,0.00114,2.059,0.0695,AFP
15245,9005042,1,0.64044,2.84e-05,132.006,0.00477,1.118,0.337,AFP
2222,4768677,1,0.69828,1.9e-05,132.255,0.0124,0.6833,0.0771,UNK
5082,5268955,1,12.8225,7.95e-05,137.387,0.00497,18.8,0.72,UNK
7625,7118167,2,0.527242,2.18e-05,131.805,0.00511,1.636,2.34,AFP
12943,8297017,3,1.54753,1.35e-05,131.679,0.00293,4.568,26.8,AFP
7352,5722895,2,0.82081,1.03e-05,131.93,0.00288,2.611,1.42,UNK
3893,5385575,1,12.4252,6.91e-05,141.565,0.00456,19.97,0.139,AFP
6567,6139982,3,1.89201,1.75e-05,132.484,0.0054,6.364,4.75,AFP
9221,6633952,1,0.752551,9.25e-06,131.513,0.00323,2.493,3.09,UNK
3534,3865298,1,9.53063,8.46e-06,134.843,0.000321,5.822,0.00319,AFP
1223,3245420,3,0.567246,1.46e-05,131.57,0.00715,1.207,0.186,NTP
17423,11100532,2,2.87786,6.14e-05,132.309,0.0121,7.777,7.24,UNK
16752,9702072,1,4.182,1.42e-06,135.152,0.00023,2.215,0.0399,PC
1319,3654095,1,1.30356,4.68e-06,131.78,0.000924,1.145,0.0599,AFP
5831,6072593,1,5.07541,2.03e-05,133.925,0.0028,1.736,0.151,AFP
7661,7008149,2,0.515541,7.4e-06,131.671,0.00107,0.8714,0.0756,AFP
13689,9532123,1,8.21422,3.91e-06,135.012,0.000604,4.568,0.0136,AFP
11878,8505670,2,6.66834,1.6e-05,137.438,0.00179,1.949,0.08,PC
19289,10528873,2,0.940365,1.46e-05,132.439,0.00513,3.028,3.29,AFP
6383,6115516,1,0.865738,6.83e-06,131.59,0.00133,1.094,0.0671,AFP
8355,7032136,1,0.565756,6.3e-05,132.397,0.021,1.866,4.95,UNK
7306,5822171,1,0.679043,1.23e-05,132.085,0.00481,2.167,7.54,UNK
13601,9392668,2,0.892896,1.16e-05,131.899,0.00443,3.294,4.97,AFP
15640,10407430,1,0.933747,8.06e-06,131.522,0.00249,1.959,1.52,AFP
14624,8938937,1,37.1086,0.000468,166.234,0.0108,4.322,1.64,PC
15158,9220002,2,483.854,0.022,423.525,0.0283,4.378,8.42,NTP
4280,5471690,2,12.4251,0.000315,134.011,0.0206,17.42,0.271,AFP
9690,7838655,1,2.1132,6.02e-07,132.331,0.00017,2.794,0.0822,AFP
6580,6222898,2,3.8905,8.5e-06,132.681,0.00145,3.406,0.283,AFP
19001,10711551,3,10.6925,0.0,139.712,0.0,15.0,0.0,AFP
11521,7457355,2,1.2673,3.26e-05,132.095,0.00442,1.62,0.154,AFP
12536,8453214,1,5.77678,1.25e-05,131.541,0.00183,6.038,0.185,AFP
3126,4060229,1,35.0176,0.000258,139.844,0.00649,3.319,0.799,PC
17750,11402995,1,10.0608,1.54e-05,138.966,0.00123,4.709,0.146,PC
9148,6594972,1,10.8191,0.0,132.989,0.0,3.5,0.0,AFP
15579,10407210,1,1.86749,1.48e-05,132.466,0.00351,3.989,0.332,AFP
15309,9045611,1,0.739655,1.13e-05,131.995,0.00137,2.086,0.423,UNK
9226,6705142,1,5.59729,7.53e-06,131.866,0.00105,1.75,0.191,PC
17743,11304436,2,2.83393,5.91e-05,131.607,0.0175,3.962,0.291,UNK
1477,3347485,2,7.5449,6.81e-06,133.344,0.000677,5.161,0.0975,AFP
12299,8494142,1,42.8825,8.23e-05,160.765,0.00162,9.912,0.167,PC
628,2011424,3,0.521095,0.0,131.967,0.0,2.0,0.0,AFP
13493,9466668,2,5.83908,2.21e-05,132.095,0.00268,3.125,0.308,PC
15699,10363115,1,59.3624,0.000382,184.152,0.00486,14.14,0.4,PC
16801,9649222,2,5.91861,4.1e-06,135.885,0.000499,3.776,0.0548,AFP
5264,5219533,1,0.549111,9.78e-06,131.655,0.00112,1.397,0.811,AFP
12466,8742270,1,397.396,0.000182,374.571,0.000345,6.029,0.03,PC
14203,9307105,2,6.7719,1.85e-05,135.274,0.00224,5.9,0.111,UNK
8524,6947164,1,70.5829,4.13e-06,190.499,4.43e-05,8.834,0.00923,AFP
8495,7117541,2,0.792841,0.0,132.006,0.0,2.5,0.0,UNK
12573,8328005,3,1.05521,0.0,132.253,0.0,3.5,0.0,UNK
12243,8509469,1,1.73646,1.38e-05,132.316,0.00318,1.928,0.327,UNK
9002,6862332,1,357.058,0.00248,341.26,0.00474,7.905,0.554,AFP
10802,7582608,2,20.457,0.000336,135.103,0.0138,15.69,0.333,AFP
10842,7374746,1,1.36696,4.08e-08,132.196,1.19e-05,3.358,0.00121,AFP
1663,3440118,1,19.5778,2.46e-05,131.714,0.00101,1.923,0.08,PC
10875,7626506,1,8.40887,5.67e-06,134.007,0.000542,3.534,0.142,PC
19915,12470530,1,8.2072,0.0,135.829,0.0,2.5,0.0,AFP
5605,5122112,2,3.05517,6.75e-06,132.932,0.0011,1.111,0.0828,AFP
9800,7779411,2,0.934536,1.14e-05,131.758,0.00181,1.99,0.294,AFP
5481,5095269,1,18.612,3.1e-07,133.866,1.44e-05,4.223,0.00069,UNK
15307,9025600,3,8.40028,0.000341,133.661,0.0346,11.82,0.402,AFP
7182,5788363,3,5.02425,3.06e-05,133.625,0.00421,14.53,3.76,AFP
9326,6531496,3,0.512863,1.66e-05,132.029,0.00126,1.097,0.224,AFP
684,2165002,2,47.3331,0.000286,151.413,0.00499,2.964,0.86,PC
1835,4647715,2,1.93956,4.88e-06,131.94,0.00102,1.52,0.0473,NTP
15022,9093086,1,9.70421,7.01e-05,138.209,0.00567,3.328,0.297,PC
11630,8480263,2,5.25323,6.5e-05,135.251,0.00896,15.08,4.24,AFP
19557,11723564,2,0.583106,0.00302,131.639,0.597,1.656,78.3,AFP
18542,10925104,1,11.7761,6.61e-06,142.706,0.000443,2.902,0.0612,PC
7630,7198791,1,0.566767,0.00276,131.736,0.495,1.18,9.36,NTP
12377,8572324,1,2.76577,4.23e-05,131.974,0.0106,7.546,7.34,AFP
9742,7779077,1,16.8419,2.92e-05,137.993,0.0014,2.559,0.337,PC
4172,5551417,1,0.524496,1.54e-05,131.996,0.00251,1.319,0.352,AFP
8243,7117020,1,0.566786,8.54e-06,131.81,0.00241,2.106,2.04,NTP
8672,6670894,3,3.88063,3.2e-05,132.854,0.00504,12.42,8.54,NTP
1119,3442054,2,117.681,0.000386,178.233,0.00268,17.16,0.106,AFP
6404,6294556,2,206.013,0.00541,323.354,0.0207,9.06,1.48,UNK
7852,7019489,1,24.2598,8.47e-05,132.482,0.00323,2.651,0.7,AFP
18703,10730703,1,5.60012,1.78e-05,135.967,0.00233,2.795,0.277,PC
16584,9777453,1,1.3324,8.58e-05,132.094,0.0247,3.984,0.805,AFP
8182,7116851,1,0.566803,9.32e-06,131.817,0.00228,1.953,2.73,NTP
12439,8572936,4,444.825,0.0,387.264,0.0,3.5,0.0,UNK
2274,4672045,2,0.669283,1.91e-05,131.607,0.00529,2.166,1.37,AFP
10214,8123197,1,0.652641,7.63e-06,131.753,0.00168,1.369,0.863,AFP
4553,5652303,1,0.572616,7.73e-06,132.006,0.0023,2.287,2.56,UNK
5834,6125282,1,0.532056,0.000104,131.946,0.0389,1.689,19.2,AFP
10922,7540965,1,0.970723,1.17e-05,132.232,0.00458,3.79,5.87,NTP
16515,9726982,1,8.41637,0.000272,138.91,0.024,14.93,2.97,UNK
8519,7284688,1,0.647177,7.68e-06,131.892,0.000899,1.872,0.495,AFP
11102,7515468,1,489.701,0.00854,199.205,0.0112,8.408,1.99,UNK
4269,5437206,1,0.879734,8.22e-06,132.304,0.003,3.345,2.38,UNK
19391,11924366,2,0.962054,5.54e-06,132.185,0.000832,3.471,1.08,AFP
11222,7454990,2,1.43818,1.2e-05,132.222,0.00286,1.637,0.121,UNK
15681,10252275,2,5.65239,2.46e-05,136.989,0.00311,1.983,0.146,PC
20125,11968490,1,0.539448,1.07e-07,131.896,1.81e-05,1.694,0.00193,UNK
17873,11446443,1,2.47061,2.15e-08,132.646,4.23e-06,1.783,0.000618,PC
2764,4050047,1,0.941243,1.2e-05,132.182,0.00134,2.205,0.318,UNK
4331,5455407,1,486.936,0.00839,158.353,0.0103,7.617,2.23,UNK
9667,8095321,1,3.15318,2.19e-05,133.571,0.00381,7.844,2.59,AFP
11760,8552498,2,1.06194,8.17e-06,132.381,0.00188,1.443,0.116,AFP
3357,3937519,2,5.8966,3.79e-05,134.036,0.00485,3.201,0.256,PC
750,2585092,2,6.92851,8.43e-05,137.178,0.00929,12.87,1.67,AFP
6142,6196457,1,13.7488,1.33e-05,138.033,0.000777,5.993,0.145,PC
8611,6715809,2,4.19792,3.25e-05,134.448,0.00581,4.885,0.104,AFP
17390,11395587,1,12.9907,2.71e-05,138.266,0.00159,2.461,0.194,PC
15766,10415087,3,1.21127,9.94e-06,132.548,0.00353,1.845,0.2,AFP
8607,6670742,2,1.01701,1.66e-05,132.352,0.00976,2.435,0.184,UNK
9000,6862114,1,0.980398,8.32e-06,132.1,0.00136,1.48,0.234,NTP
2389,4658336,3,1.45022,0.0,132.795,0.0,5.0,0.0,AFP
10783,7387226,2,4.68596,2.78e-05,131.862,0.00401,12.0,1.53,AFP
8241,7109598,2,1.67605,0.0,131.787,0.0,6.0,0.0,AFP
8479,7032421,1,20.5584,4.45e-05,133.006,0.00173,1.18,0.132,PC
17525,11521793,2,16.0075,4.85e-05,142.641,0.0023,1.061,0.117,PC
5941,6428850,2,5.52847,2.57e-05,132.728,0.0032,5.901,0.142,AFP
13477,8261920,2,15.45,7.01e-05,145.915,0.00368,1.713,0.166,PC
7062,5786376,2,12.9029,0.000111,142.942,0.00689,6.804,0.726,UNK
7555,5881688,1,4.19042,1.29e-06,133.728,0.000213,2.812,0.0779,PC
5460,5371776,4,1.49914,4.02e-06,131.571,0.000844,1.433,0.0441,PC
20161,11668950,2,3.87336,4.98e-05,135.27,0.00987,9.624,0.411,AFP
13836,9289960,2,0.533437,7.48e-06,131.73,0.00122,1.367,0.862,AFP
12819,8316526,1,1.3551,1.19e-05,132.418,0.00257,2.701,0.213,NTP
10618,7533425,2,12.1574,0.000292,139.176,0.0135,0.7951,1.67,NTP
3405,3851949,2,54.7717,0.000267,178.926,0.00408,26.16,0.21,UNK
11791,8716028,1,1.75246,1.26e-05,132.756,0.00279,5.315,1.86,AFP
19222,11027806,1,0.512057,1.32e-05,131.667,0.00181,1.363,0.16,UNK
2250,4465188,3,3.31409,3.32e-05,132.425,0.0105,7.487,3.75,AFP
6946,5817613,1,4.20587,4.45e-05,132.292,0.00839,7.048,0.341,AFP
11125,7695445,1,1.74342,1.42e-05,132.843,0.00573,3.53,0.737,UNK
18906,10918393,2,0.62488,9.23e-06,131.717,0.00263,2.587,3.1,AFP
135,2020444,1,0.506371,1.02e-05,132.001,0.00122,1.736,0.948,UNK
10895,7299869,1,2.17273,6.86e-05,133.049,0.0167,3.299,0.323,UNK
4548,5632701,1,3.67502,3.53e-05,131.713,0.00652,6.358,1.08,AFP
389,2297793,1,459.137,0.012,260.363,0.0189,15.58,1.29,NTP
14931,8950568,3,25.2147,0.000234,152.733,0.00761,3.936,0.774,PC
11418,7593110,2,3.54941,2.92e-06,132.46,0.000563,2.26,0.044,AFP
16396,10141900,3,1.19652,6.92e-06,132.543,0.00152,1.373,0.146,PC
12306,8526451,1,0.653626,428.0,132.241,88700.0,1.318,1120000.0,UNK
581,2303304,1,0.555037,1.45e-05,132.054,0.00242,2.032,1.65,NTP
8933,6806632,1,9.46919,3.47e-07,140.976,2.83e-05,9.517,0.00155,AFP
4375,5385139,1,12.4278,0.00032,141.442,0.0222,15.34,0.457,AFP
7134,5872972,2,1.38415,1.93e-05,132.82,0.0116,2.135,0.531,UNK
16631,9700145,1,0.593156,6.35e-06,131.672,0.00162,2.127,1.69,AFP
18239,11567149,1,0.684835,9.24e-06,132.169,0.00336,2.675,1.94,AFP
15527,9992325,1,24.0862,9.5e-05,148.208,0.00294,2.156,0.584,PC
24,1573174,2,0.748347,7.79e-06,131.886,0.00249,2.897,4.17,AFP
14813,8964935,2,0.803959,3e-05,131.574,0.00779,2.686,3.41,NTP
14191,9640285,1,4.90827,3.76e-05,133.707,0.00499,7.281,0.738,NTP
4670,5633259,1,315.077,0.00877,286.743,0.0227,10.31,5.21,UNK
7600,5794240,1,2.45524,9.37e-08,131.539,1.89e-05,1.819,0.00425,PC
12927,8244190,1,1.09205,6.28e-06,132.114,0.00124,1.177,0.0625,AFP
2480,4859557,1,0.597199,1.67e-05,131.782,0.00571,1.745,7.25,AFP
13833,9289704,2,0.716782,7.93e-06,131.564,0.0028,2.648,2.64,AFP
4094,5467113,1,2.84575,0.0,134.27,0.0,7.5,0.0,AFP
6563,6118370,1,14.0325,0.000238,138.084,0.0144,6.855,0.932,PC
16936,9673173,1,21.2947,7.71e-07,147.097,3.03e-05,7.587,0.00143,AFP
19800,11752358,1,1.82999,1.32e-05,133.151,0.0017,1.954,0.0764,NTP
6344,6279388,3,1.36642,1.21e-05,131.656,0.0028,2.015,0.183,NTP
8740,6761539,3,3.55175,3.58e-05,132.975,0.00583,3.947,0.551,UNK
11139,7301640,1,0.508185,7.76e-06,131.724,0.00145,1.287,1.56,UNK
8325,7215607,1,0.667235,8.46e-05,131.568,0.0183,4.919,62.3,NTP
2854,4285359,1,0.572657,1.5e-05,132.014,0.00389,1.5,2.49,AFP
3964,5444548,1,13.2493,1.89e-05,139.774,0.00116,4.512,0.222,PC
3402,3836399,3,1.54013,1.78e-05,131.838,0.00545,3.88,1.8,AFP
17850,11154043,1,4.52989,1.11e-05,135.927,0.00161,3.188,0.142,AFP
9307,6877673,2,36.7584,8.86e-07,135.419,2.08e-05,10.91,0.0013,AFP
5667,6286155,2,14.5417,6.49e-05,144.276,0.00356,8.386,0.134,AFP
11130,7732458,1,0.652896,2.83e-05,131.751,0.014,0.5493,0.1,UNK
1169,3343866,1,0.555968,8.65e-06,131.973,0.00147,1.128,0.721,UNK
8329,7268500,3,3.35678,3.1e-05,134.003,0.00603,4.996,1.29,AFP
19591,12156347,1,5.77956,1.88e-05,136.53,0.00237,2.142,0.148,PC
10614,7501194,2,1.78553,1.63e-05,132.606,0.00415,3.689,0.332,AFP
478,1996679,2,145.556,0.00148,275.978,0.00699,5.969,1.75,AFP
2192,4544623,1,2.18912,4.04e-06,132.073,0.000858,2.401,0.211,AFP
3073,4075172,3,0.59732,1.48e-05,131.773,0.0014,1.906,0.705,AFP
7230,5722346,2,0.51443,2.26e-05,131.93,0.00252,1.45,0.871,AFP
5533,5019101,2,0.972382,1.65e-05,132.432,0.00253,1.581,0.42,UNK
2687,4484271,1,0.561412,8.54e-06,132.009,0.0014,1.297,0.248,AFP
1151,3115833,1,10.1816,6.01e-06,136.416,0.000482,3.511,0.0311,PC
11796,8748670,1,4.23144,4.45e-05,135.589,0.00718,14.56,6.6,AFP
1609,3545457,2,0.596309,1.21e-05,131.904,0.0021,0.8489,0.146,AFP
9183,6841577,1,15.5375,4.85e-07,140.273,2.6e-05,5.832,0.00169,UNK
7914,7020707,1,0.864029,8.94e-06,131.91,0.00316,3.234,4.55,AFP
13590,9304561,1,1.21904,1.33e-05,132.086,0.00324,1.552,0.178,AFP
18633,10661917,1,1.23137,1.31e-05,131.801,0.00445,3.475,0.83,AFP
4767,5180796,2,0.760626,1.11e-05,131.683,0.0015,2.706,1.46,NTP
17340,9892624,3,0.96735,8.72e-06,131.717,0.00311,4.154,4.62,AFP
20035,12504353,1,498.701,0.0383,556.511,0.0455,19.34,3.16,UNK
6599,6359798,2,14.154,6.44e-07,144.177,3.93e-05,4.058,0.00714,AFP
5342,5370646,1,1.01611,8.02e-06,132.111,0.00134,3.463,1.01,AFP
15659,10024051,1,0.57736,3.09e-06,131.856,0.00049,1.054,0.0622,PC
19176,10609641,3,0.627577,1.58e-05,132.014,0.0036,1.5,0.98,AFP
7235,5771589,2,10.7379,5.11e-06,134.523,0.000371,1.995,0.0542,AFP
13767,9631498,1,3.73442,8.68e-05,134.563,0.0152,9.966,7.62,AFP
14031,9367926,1,1.10154,1.41e-05,132.319,0.0052,3.448,4.31,UNK
10322,8037038,1,4.09511,2.19e-05,131.681,0.00359,1.854,0.193,PC
8622,6778063,1,0.70149,9e-06,132.197,0.00188,2.0,0.93,AFP
10829,7767774,1,0.728954,9.64e-06,131.832,0.00316,2.45,0.862,UNK
4379,5386264,1,12.4259,0.000242,133.953,0.0157,16.25,0.6,AFP
14137,9279354,1,2.8001,3.11e-06,132.051,0.000511,1.067,0.0572,PC
14231,9528420,1,4.70847,1.83e-07,134.153,2.79e-05,5.953,0.00228,AFP
15524,10471515,1,3.78481,1.88e-05,133.501,0.00326,3.25,0.11,PC
10040,8164262,3,2.13307,7.44e-05,133.521,0.0163,7.588,0.507,AFP
9763,7951015,1,0.675779,1.15e-05,131.842,0.002,1.42,0.221,UNK
9778,8043052,2,2.2446,1.07e-06,132.341,0.000159,1.189,0.0301,AFP
494,2446113,1,6.71724,1.07e-05,137.414,0.00118,2.71,0.193,AFP
341,2297729,1,477.014,0.0135,608.124,0.0195,12.17,2.39,UNK
11507,7345335,1,11.0496,9.48e-05,138.54,0.00673,1.736,0.418,UNK
1538,3347643,1,0.652813,9.5e-06,131.874,0.0017,1.405,0.363,AFP
5921,6305938,1,2.26031,2.38e-05,131.562,0.006,5.716,1.51,NTP
10812,7662697,1,459.274,0.00322,260.262,0.00472,1.153,2.15,NTP
6119,6430330,2,0.728597,2.59e-05,132.045,0.00721,2.261,9.99,AFP
13779,9304976,3,5.71381,0.000184,132.953,0.0259,18.59,6.1,AFP
14362,9578461,3,2.0707,1.68e-05,131.845,0.00479,5.419,2.52,AFP
13546,9392668,1,0.892819,3.31e-05,132.44,0.0126,2.355,8.96,AFP
18215,11295805,3,2.05814,3.71e-05,132.396,0.00439,3.85,0.561,AFP
5116,5023948,1,1.82469,5.09e-08,132.866,1.76e-05,4.088,0.00116,AFP
17658,11037335,1,40.715,0.000139,146.567,0.00289,8.549,0.528,PC
18164,11410915,1,0.914283,1.67e-05,131.689,0.00794,0.9224,0.516,UNK
6035,6290382,2,6.12814,1.07e-05,133.989,0.00119,2.511,0.104,AFP
9580,6668729,2,0.726207,1.63e-05,131.83,0.00943,2.757,1.44,UNK
9154,6612411,4,8.46172,9.25e-05,132.419,0.00855,9.674,0.487,AFP
16993,9655461,1,0.977204,1.35e-05,132.254,0.00524,3.808,3.98,UNK
14246,9602514,1,3.55661,1.33e-05,133.502,0.0024,5.566,0.259,AFP
12636,8329506,1,590.882,0.0128,263.193,0.017,12.7,2.9,UNK
13869,9517991,1,487.32,0.0,514.075,0.0,4.5,0.0,UNK
9525,6695329,1,365.768,0.00571,484.183,0.0104,4.057,0.307,UNK
39,2306740,3,10.307,6.17e-06,138.748,0.000462,18.64,0.345,AFP
9423,6793409,2,3.96937,1.78e-05,135.46,0.00271,5.62,0.221,AFP
3365,3967333,1,0.562081,0.000429,131.889,0.158,0.8917,31.9,AFP
3465,3836439,1,1.54034,3.79e-07,132.019,7.22e-05,2.195,0.021,UNK
18426,10991389,1,303.223,0.00162,344.065,0.00456,1.678,1.87,PC
5565,5281281,1,2.9729,3.53e-05,132.74,0.00659,7.41,3.45,NTP
13129,8323096,1,2.24402,1.74e-05,132.848,0.00368,2.896,0.171,UNK
4252,5650583,1,0.51865,1.01e-05,131.924,0.00129,0.8458,0.298,AFP
9979,8164257,2,49.5005,0.000355,139.041,0.00571,6.469,0.438,PC
4208,5450503,1,11.5881,5.15e-05,135.605,0.0036,14.82,0.329,UNK
16554,9963639,1,7.41845,4.93e-05,131.536,0.00472,1.596,0.147,UNK
2685,4484252,2,3.85407,3.14e-05,134.524,0.00528,12.47,0.181,UNK
18100,11338250,1,0.601971,1.39e-05,131.865,0.00332,1.856,2.26,UNK
14363,9578461,4,2.07071,0.0,132.393,0.0,5.0,0.0,AFP
1139,3663141,2,0.59161,1.83e-05,131.713,0.00301,1.796,1.0,AFP
16496,9641144,1,1.08906,7.03e-06,132.039,0.00205,2.149,0.617,AFP
17122,9674346,1,6.69917,4.51e-05,133.391,0.00465,7.551,0.174,NTP
17788,11153121,2,32.2753,0.000338,149.078,0.00857,7.032,0.9,PC
4600,5565700,3,2.8412,0.0,131.555,0.0,9.0,0.0,NTP
13522,9641018,1,2.17812,3.29e-06,132.035,0.000739,1.884,0.0401,AFP
7196,5894549,2,1.27605,1.06e-05,131.659,0.00354,4.403,3.29,AFP
5287,4940226,1,1.66814,2e-05,131.895,0.0032,6.501,5.44,NTP
